Episode_Length_minutes,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment
75.91,71.57,Tuesday,Afternoon,71.57,0.0,Positive
23.86,61.03,Sunday,Afternoon,,0.0,Positive
78.05,54.66,Thursday,Night,26.33,1.0,Neutral
26.1,92.79,Tuesday,Night,82.75,3.0,Neutral
14.0,59.01,Friday,Evening,83.68,0.0,Negative
24.54,69.76,Friday,Evening,14.76,2.0,Negative
81.04,80.49,Wednesday,Night,47.02,0.0,Neutral
94.04,39.02,Monday,Evening,,3.0,Neutral
,69.2,Friday,Night,63.79,1.0,Positive
20.15,80.47,Friday,Morning,,1.0,Positive
35.11,33.84,Tuesday,Night,11.96,3.0,Neutral
96.56,62.11,Friday,Afternoon,9.01,2.0,Neutral
90.87,92.13,Wednesday,Night,56.51,0.0,Positive
112.82,70.44,Thursday,Morning,77.14,0.0,Neutral
16.89,34.63,Saturday,Evening,78.12,3.0,Neutral
18.26,24.64,Friday,Night,82.94,1.0,Negative
116.46,34.63,Sunday,Evening,,0.0,Negative
106.93,94.69,Thursday,Afternoon,,1.0,Negative
23.02,69.37,Saturday,Night,46.79,2.0,Positive
80.07,72.6,Thursday,Afternoon,3.09,1.0,Neutral
109.34,80.56,Sunday,Evening,95.59,0.0,Neutral
119.4,25.89,Saturday,Night,39.47,3.0,Neutral
,39.02,Saturday,Morning,79.48,3.0,Positive
69.33,63.94,Thursday,Morning,,3.0,Positive
,39.6,Friday,Afternoon,,2.0,Neutral
112.74,28.47,Sunday,Night,62.57,0.0,Positive
119.13,97.79,Wednesday,Evening,39.78,0.0,Positive
106.57,91.08,Saturday,Evening,7.85,0.0,Negative
82.5,70.84,Saturday,Afternoon,45.44,2.0,Positive
106.09,83.92,Monday,Evening,56.05,0.0,Neutral
31.83,49.05,Sunday,Afternoon,9.39,3.0,Neutral
71.51,20.36,Monday,Evening,9.56,0.0,Positive
97.27,83.32,Monday,Evening,22.76,3.0,Negative
118.75,70.44,Monday,Evening,64.31,1.0,Positive
20.76,70.32,Saturday,Morning,88.31,2.0,Neutral
28.05,88.4,Thursday,Night,2.62,3.0,Negative
79.02,80.55,Monday,Afternoon,31.24,0.0,Neutral
,97.32,Monday,Afternoon,24.84,1.0,Positive
42.68,87.16,Saturday,Morning,,2.0,Neutral
71.93,68.45,Monday,Night,18.32,0.0,Neutral
58.82,22.14,Sunday,Afternoon,66.4,3.0,Neutral
110.85,75.56,Sunday,Evening,91.42,3.0,Positive
23.16,61.66,Friday,Night,10.58,0.0,Negative
,60.79,Sunday,Morning,63.36,1.0,Negative
111.24,77.52,Saturday,Afternoon,87.66,3.0,Neutral
42.84,29.81,Sunday,Night,6.25,3.0,Negative
45.36,54.29,Wednesday,Evening,,1.0,Neutral
116.74,65.87,Friday,Afternoon,53.98,0.0,Negative
14.03,82.48,Wednesday,Night,22.81,3.0,Negative
20.84,92.91,Tuesday,Afternoon,48.64,0.0,Neutral
96.51,74.04,Wednesday,Morning,87.61,1.0,Positive
,55.29,Wednesday,Evening,74.75,3.0,Negative
63.13,22.36,Friday,Afternoon,56.19,3.0,Negative
,20.57,Saturday,Evening,92.26,3.0,Negative
70.41,48.76,Sunday,Night,61.08,3.0,Neutral
42.55,77.27,Thursday,Afternoon,,3.0,Positive
48.15,42.64,Sunday,Morning,53.67,0.0,Neutral
,94.98,Tuesday,Morning,,0.0,Positive
92.42,62.9,Saturday,Afternoon,99.6,2.0,Positive
116.0,20.75,Thursday,Night,70.26,3.0,Negative
110.92,84.81,Friday,Night,,3.0,Positive
23.08,54.41,Monday,Morning,46.27,3.0,Negative
29.88,76.27,Sunday,Morning,,1.0,Positive
,48.34,Friday,Afternoon,97.51,1.0,Positive
96.27,60.7,Saturday,Evening,,0.0,Positive
,36.03,Wednesday,Night,89.12,1.0,Positive
,35.81,Thursday,Afternoon,,1.0,Neutral
37.99,72.2,Friday,Evening,14.7,3.0,Positive
70.07,37.76,Wednesday,Night,44.87,0.0,Negative
115.58,28.52,Monday,Morning,2.28,2.0,Neutral
97.24,35.57,Tuesday,Night,86.56,2.0,Negative
87.39,23.79,Sunday,Afternoon,85.42,0.0,Neutral
24.07,90.41,Tuesday,Morning,,1.0,Positive
86.9,59.27,Monday,Evening,0.35,1.0,Positive
12.12,98.53,Saturday,Afternoon,97.23,3.0,Positive
101.13,74.52,Thursday,Morning,58.8,0.0,Neutral
8.87,67.35,Wednesday,Afternoon,,3.0,Neutral
5.3,20.25,Sunday,Morning,13.97,3.0,Negative
114.93,63.86,Friday,Morning,78.8,0.0,Negative
106.9,49.02,Sunday,Night,,3.0,Neutral
77.38,90.65,Friday,Afternoon,71.17,2.0,Neutral
15.16,36.71,Monday,Evening,,0.0,Positive
111.33,96.81,Thursday,Afternoon,32.23,3.0,Negative
119.89,92.15,Friday,Night,60.1,1.0,Positive
104.65,26.72,Wednesday,Evening,,1.0,Neutral
28.45,49.44,Thursday,Afternoon,12.53,0.0,Positive
85.57,29.77,Monday,Night,,2.0,Negative
18.87,95.23,Friday,Morning,45.74,1.0,Positive
63.87,88.83,Thursday,Afternoon,46.4,2.0,Neutral
47.16,85.77,Friday,Evening,78.62,0.0,Neutral
84.53,75.73,Sunday,Morning,,0.0,Neutral
10.21,24.29,Monday,Afternoon,52.03,0.0,Positive
50.21,86.78,Sunday,Night,81.41,2.0,Positive
52.96,69.86,Sunday,Morning,63.64,3.0,Neutral
,57.4,Saturday,Evening,5.09,1.0,Positive
,96.77,Sunday,Night,38.6,1.0,Negative
54.75,42.24,Saturday,Evening,,1.0,Neutral
27.69,26.03,Saturday,Evening,63.54,2.0,Positive
,69.75,Saturday,Night,35.9,2.0,Neutral
93.67,30.33,Sunday,Night,,1.0,Negative
,66.64,Saturday,Afternoon,32.7,2.0,Neutral
64.73,30.61,Wednesday,Night,,2.0,Neutral
101.14,82.34,Sunday,Afternoon,41.74,1.0,Positive
68.49,69.85,Friday,Afternoon,56.07,3.0,Neutral
75.42,38.07,Wednesday,Morning,10.79,2.0,Positive
22.31,27.67,Wednesday,Evening,63.37,2.0,Negative
104.14,41.18,Tuesday,Evening,,1.0,Negative
13.16,96.8,Sunday,Morning,73.85,0.0,Positive
80.84,32.78,Saturday,Morning,31.82,3.0,Negative
88.31,64.41,Saturday,Evening,91.41,3.0,Neutral
43.09,31.44,Monday,Morning,65.65,3.0,Neutral
103.39,40.66,Tuesday,Night,73.43,0.0,Neutral
24.45,25.85,Sunday,Evening,30.4,1.0,Positive
53.66,41.89,Friday,Evening,19.91,1.0,Negative
20.19,33.67,Wednesday,Afternoon,4.58,0.0,Positive
118.89,78.59,Saturday,Morning,87.1,1.0,Positive
91.33,47.2,Wednesday,Evening,5.79,2.0,Neutral
37.74,91.39,Thursday,Afternoon,16.58,1.0,Negative
113.9,70.72,Monday,Afternoon,86.45,1.0,Neutral
82.12,76.82,Saturday,Evening,17.08,0.0,Neutral
20.32,29.09,Tuesday,Afternoon,56.17,2.0,Neutral
118.42,79.08,Wednesday,Afternoon,63.09,3.0,Negative
103.58,89.96,Wednesday,Night,46.89,1.0,Negative
48.48,44.71,Sunday,Night,,3.0,Negative
6.112963445,38.93,Saturday,Afternoon,,1.0,Negative
38.25,53.26,Friday,Night,,2.0,Negative
49.32,73.59,Sunday,Evening,99.22,3.0,Negative
23.52,31.87,Thursday,Night,52.31,1.0,Neutral
61.81,50.35,Monday,Morning,98.68,0.0,Positive
,36.72,Tuesday,Afternoon,38.23,0.0,Neutral
118.13,22.61,Thursday,Morning,93.55,3.0,Positive
33.83,46.47,Friday,Night,,3.0,Neutral
106.9,49.02,Saturday,Afternoon,39.02,3.0,Negative
39.12,89.31,Saturday,Night,50.86,1.0,Negative
92.66,38.19,Sunday,Afternoon,,2.0,Neutral
39.17,97.43,Thursday,Afternoon,,1.0,Positive
107.2,29.63,Saturday,Afternoon,,3.0,Neutral
111.59,93.43,Friday,Morning,9.43,1.0,Positive
44.89,81.77,Tuesday,Night,78.65,2.0,Negative
63.83,24.25,Saturday,Evening,26.66,3.0,Negative
98.24,26.17,Sunday,Morning,,3.0,Negative
35.23,47.33,Thursday,Afternoon,28.47,3.0,Neutral
116.79,65.72,Monday,Night,,1.0,Neutral
,78.59,Thursday,Afternoon,6.18,2.0,Positive
53.82,95.93,Monday,Morning,51.01,0.0,Neutral
51.22,36.79,Wednesday,Afternoon,58.87,2.0,Neutral
117.61,85.68,Wednesday,Afternoon,,0.0,Positive
91.42,69.04,Thursday,Evening,,1.0,Positive
43.6,63.39,Thursday,Night,32.59,3.0,Negative
29.08,93.97,Saturday,Night,,0.0,Negative
17.44,47.15,Friday,Night,4.21,0.0,Negative
119.13,91.41,Friday,Evening,45.77,3.0,Neutral
23.02,23.29,Tuesday,Afternoon,36.34,2.0,Negative
64.97,48.18,Wednesday,Night,54.66,1.0,Neutral
93.75,59.04,Monday,Afternoon,56.41,3.0,Neutral
31.7,39.26,Monday,Evening,14.38,1.0,Negative
54.77,25.22,Tuesday,Night,8.65,3.0,Neutral
71.63,83.81,Thursday,Evening,50.51,2.0,Neutral
94.22,52.61,Monday,Morning,,1.0,Neutral
,44.48,Saturday,Evening,42.82,0.0,Negative
33.13,55.96,Thursday,Afternoon,,0.0,Negative
18.58,79.41,Sunday,Evening,84.44,2.0,Negative
84.37,84.98,Tuesday,Night,96.5,3.0,Negative
99.64,46.54,Tuesday,Morning,95.31,2.0,Positive
33.39,71.02,Wednesday,Night,0.98,2.0,Neutral
7.27,62.61,Wednesday,Evening,23.75,0.0,Negative
18.88,88.38,Monday,Evening,28.23,1.0,Neutral
16.25,61.47,Tuesday,Morning,8.85,3.0,Negative
52.67,92.71,Sunday,Afternoon,90.71,2.0,Neutral
16.53,78.56,Friday,Afternoon,54.54,3.0,Negative
27.76,63.39,Saturday,Night,68.92,1.0,Negative
65.82,21.42,Saturday,Afternoon,,3.0,Neutral
113.65,69.02,Thursday,Night,,3.0,Negative
99.24,43.16,Tuesday,Evening,99.21,2.0,Neutral
23.47,33.78,Friday,Afternoon,74.41,3.0,Positive
,64.19,Friday,Morning,,1.0,Neutral
103.02,49.02,Tuesday,Morning,32.04,2.0,Neutral
104.25,58.82,Wednesday,Afternoon,16.53,0.0,Positive
80.63,45.25,Monday,Afternoon,33.03,0.0,Neutral
7.36,29.91,Thursday,Night,29.31,0.0,Negative
,58.15,Monday,Afternoon,46.81,0.0,Positive
21.32,49.99,Sunday,Afternoon,,3.0,Negative
106.81,84.03,Thursday,Evening,,0.0,Neutral
12.06,28.6,Tuesday,Evening,48.18,1.0,Negative
97.39,31.58,Thursday,Evening,8.32,0.0,Positive
41.26,29.97,Tuesday,Night,34.64,0.0,Neutral
26.05,58.92,Friday,Night,86.96,0.0,Positive
31.9,98.92,Tuesday,Morning,90.76,1.0,Neutral
62.03,69.78,Tuesday,Morning,29.37,3.0,Neutral
107.39,99.99,Friday,Morning,66.89,1.0,Neutral
31.28,33.56,Tuesday,Night,56.31,2.0,Neutral
13.14,61.39,Saturday,Evening,35.58,0.0,Negative
,87.76,Friday,Morning,,2.0,Neutral
61.63,38.43,Monday,Night,,0.0,Neutral
84.72,92.81,Sunday,Afternoon,23.67,2.0,Positive
59.75,72.5,Wednesday,Evening,72.4,0.0,Neutral
46.78,55.85,Saturday,Afternoon,23.48,2.0,Positive
49.21,62.27,Monday,Morning,85.19,1.0,Negative
53.08,49.21,Sunday,Night,65.97,2.0,Positive
83.49,29.95,Friday,Morning,99.15,0.0,Neutral
79.13,91.79,Monday,Evening,41.2,1.0,Neutral
36.17,59.53,Thursday,Evening,39.78,3.0,Neutral
72.04,40.59,Friday,Evening,7.37,0.0,Negative
79.48,74.64,Monday,Night,,0.0,Neutral
38.93,39.27,Monday,Morning,54.59,1.0,Positive
93.4,69.95,Friday,Morning,40.92,0.0,Positive
91.4,58.89,Tuesday,Night,37.11,3.0,Neutral
104.0,73.66,Tuesday,Night,17.94,3.0,Neutral
25.81,60.72,Friday,Afternoon,30.8,1.0,Neutral
,62.77,Thursday,Morning,56.29,1.0,Positive
45.97,46.15,Saturday,Morning,53.09,3.0,Negative
97.15,79.93,Tuesday,Morning,71.64,3.0,Positive
20.67,20.92,Sunday,Afternoon,,1.0,Negative
67.71,22.79,Monday,Morning,39.02,0.0,Negative
51.58,20.55,Wednesday,Morning,91.71,0.0,Positive
30.66,28.44,Tuesday,Night,48.56,0.0,Negative
30.02,69.95,Wednesday,Afternoon,,2.0,Neutral
102.49,45.6,Monday,Night,,1.0,Negative
112.55,34.54,Wednesday,Afternoon,,3.0,Negative
36.89,31.63,Saturday,Night,47.41,0.0,Neutral
80.59,56.6,Friday,Morning,,0.0,Positive
26.05,70.21,Thursday,Afternoon,,1.0,Negative
111.0,85.51,Tuesday,Evening,4.81,0.0,Positive
113.11,58.36,Monday,Morning,27.19,0.0,Neutral
18.73,92.68,Friday,Morning,99.42,0.0,Positive
91.61,48.49,Sunday,Morning,61.4,1.0,Neutral
70.92,86.66,Friday,Morning,36.02,1.0,Positive
12.8,63.1,Sunday,Afternoon,,1.0,Neutral
5.63,80.53,Friday,Morning,78.88,3.0,Positive
,81.73,Tuesday,Evening,72.64,3.0,Positive
82.34,24.89,Thursday,Night,34.34,2.0,Positive
101.29,69.0,Friday,Evening,69.45,1.0,Negative
21.4,70.68,Thursday,Evening,79.86,3.0,Negative
18.73,79.81,Thursday,Morning,,1.0,Negative
30.33,67.86,Monday,Afternoon,2.32,0.0,Positive
106.83,90.35,Tuesday,Afternoon,3.78,0.0,Neutral
115.67,30.4,Tuesday,Night,15.19,1.0,Negative
15.09,29.93,Monday,Afternoon,2.55,1.0,Negative
,97.31,Saturday,Morning,,2.0,Negative
,44.62,Thursday,Evening,,1.0,Neutral
9.9,50.91,Wednesday,Morning,68.91,1.0,Positive
,67.9,Sunday,Morning,12.07,3.0,Positive
,80.49,Friday,Morning,83.14,2.0,Positive
,73.0,Wednesday,Night,38.22,3.0,Negative
24.94,23.45,Monday,Night,95.1,0.0,Neutral
71.67,87.43,Monday,Afternoon,59.35,1.0,Negative
117.24,49.06,Tuesday,Afternoon,99.08,0.0,Neutral
96.27,89.57,Thursday,Evening,41.78,1.0,Positive
55.83,78.31,Friday,Evening,,3.0,Negative
106.54,67.34,Friday,Morning,11.89,1.0,Negative
96.18,25.11,Friday,Night,16.16,3.0,Neutral
102.03,57.7,Monday,Morning,84.63,0.0,Negative
77.62,81.03,Sunday,Evening,58.94,3.0,Negative
82.65,27.94,Saturday,Afternoon,27.77,0.0,Negative
90.5,28.82,Friday,Night,42.2,2.0,Neutral
104.94,89.97,Wednesday,Evening,,3.0,Neutral
,54.92,Friday,Morning,16.94,3.0,Negative
,71.65,Wednesday,Afternoon,59.62,1.0,Neutral
98.06,63.44,Friday,Night,14.6,2.0,Negative
72.95,41.88,Friday,Night,31.31,3.0,Negative
88.87,49.5,Monday,Night,17.81,2.0,Neutral
75.22,77.82,Thursday,Morning,13.56,1.0,Positive
12.49,73.74,Tuesday,Afternoon,39.04,1.0,Negative
109.92,42.2,Saturday,Afternoon,,2.0,Negative
25.8,22.77,Sunday,Night,5.67,1.0,Neutral
13.72,21.5,Tuesday,Night,34.4,3.0,Positive
,91.05,Saturday,Evening,55.83,0.0,Neutral
67.0,38.79,Monday,Evening,17.81,1.0,Positive
63.34,38.99,Sunday,Evening,42.17,0.0,Positive
94.66,62.77,Thursday,Night,45.61,0.0,Positive
36.16,20.95,Sunday,Night,,1.0,Positive
17.54,41.2,Sunday,Morning,42.69,0.0,Positive
85.05,91.92,Wednesday,Evening,,0.0,Positive
24.07,79.11,Wednesday,Evening,94.05,0.0,Negative
64.66,42.78,Monday,Night,95.39,3.0,Negative
,69.63,Thursday,Morning,86.91,1.0,Positive
25.82,29.66,Monday,Afternoon,29.1,3.0,Negative
34.44,76.05,Tuesday,Afternoon,,3.0,Positive
81.33,75.58,Monday,Afternoon,69.75,2.0,Positive
56.44,88.68,Monday,Evening,48.06,1.0,Neutral
94.45,44.87,Wednesday,Evening,,2.0,Neutral
82.26,73.88,Thursday,Night,73.2,1.0,Positive
101.11,43.26,Wednesday,Morning,,3.0,Neutral
117.98,37.83,Wednesday,Night,46.7,2.0,Neutral
73.71,74.62,Thursday,Afternoon,19.75,2.0,Negative
46.87,35.03,Monday,Morning,76.0,3.0,Neutral
119.3,90.99,Thursday,Afternoon,44.49,1.0,Neutral
19.14,58.66,Wednesday,Night,16.43,1.0,Neutral
38.82,22.52,Saturday,Night,9.14,2.0,Negative
31.9,53.96,Thursday,Evening,46.53,1.0,Negative
6.87,82.18,Thursday,Afternoon,50.91,3.0,Neutral
11.3,43.29,Tuesday,Night,86.42,3.0,Negative
54.67,70.06,Wednesday,Evening,62.51,0.0,Negative
39.32,93.33,Friday,Evening,85.41,3.0,Neutral
64.09,51.37,Sunday,Morning,37.52,3.0,Positive
119.66,39.63,Monday,Morning,87.3,1.0,Positive
25.81,83.81,Monday,Afternoon,65.39,3.0,Neutral
13.58,36.09,Wednesday,Evening,42.71,1.0,Positive
13.72,96.4,Tuesday,Afternoon,11.87,1.0,Neutral
17.47,78.58,Saturday,Night,4.87,0.0,Positive
16.31,64.53,Wednesday,Morning,,2.0,Neutral
106.24,80.99,Monday,Night,29.59,1.0,Neutral
5.66,50.32,Saturday,Evening,70.11,3.0,Positive
118.76,42.95,Monday,Morning,30.75,1.0,Neutral
30.69,24.72,Tuesday,Evening,48.88,1.0,Negative
115.41,22.93,Wednesday,Night,86.03,2.0,Negative
30.22,49.49,Wednesday,Afternoon,28.5,0.0,Neutral
95.89,93.08,Saturday,Evening,14.68,3.0,Negative
86.08,82.86,Sunday,Morning,91.53,3.0,Negative
49.57,62.1,Wednesday,Evening,54.59,2.0,Negative
10.45,27.28,Monday,Morning,39.12,1.0,Negative
112.99,76.45,Thursday,Night,24.29,1.0,Negative
52.62,90.71,Tuesday,Morning,11.58,3.0,Neutral
102.74,58.5,Sunday,Night,31.78,2.0,Neutral
77.42,40.65,Wednesday,Evening,,3.0,Positive
58.23,37.05,Sunday,Night,,1.0,Negative
66.63,57.1,Saturday,Evening,46.94,2.0,Negative
,78.06,Wednesday,Afternoon,,1.0,Positive
111.22,80.28,Thursday,Afternoon,9.77,2.0,Positive
93.38,40.21,Monday,Evening,97.39,1.0,Neutral
59.21,90.11,Wednesday,Evening,65.99,0.0,Negative
113.0,49.72,Tuesday,Evening,,0.0,Neutral
35.38,92.99,Sunday,Night,67.37,2.0,Neutral
12.48,34.92,Sunday,Afternoon,18.01,0.0,Neutral
80.65,26.12,Thursday,Night,12.52,0.0,Positive
56.84,39.37,Thursday,Afternoon,67.09,0.0,Negative
34.84,93.84,Tuesday,Afternoon,72.62,3.0,Neutral
,68.73,Wednesday,Morning,41.26,1.0,Neutral
117.78,94.3,Sunday,Afternoon,88.48,1.0,Positive
25.03,30.15,Sunday,Night,73.03,1.0,Negative
46.53,80.63,Tuesday,Night,24.65,0.0,Negative
14.68,46.06,Monday,Evening,78.93,0.0,Neutral
35.23,86.63,Sunday,Evening,31.97,0.0,Negative
76.88,71.08,Monday,Afternoon,4.72,2.0,Positive
105.7,40.46,Friday,Night,,0.0,Neutral
71.48,75.45,Sunday,Morning,,3.0,Neutral
72.67,50.17,Sunday,Afternoon,31.86,3.0,Neutral
56.51,59.02,Friday,Evening,38.04,2.0,Neutral
86.68,27.98,Wednesday,Evening,68.87,3.0,Negative
67.92,73.59,Tuesday,Morning,,3.0,Neutral
91.98,80.64,Monday,Morning,,1.0,Negative
68.66,66.57,Tuesday,Evening,47.09,1.0,Negative
56.38,97.81,Tuesday,Night,53.81,1.0,Negative
65.98,79.0,Friday,Evening,23.75,2.0,Neutral
66.49,27.21,Friday,Night,29.73,0.0,Neutral
28.26,47.55,Saturday,Afternoon,,0.0,Positive
,38.15,Friday,Morning,70.94,1.0,Neutral
19.12,21.57,Wednesday,Afternoon,35.1,1.0,Neutral
22.17,66.15,Friday,Night,46.02,1.0,Neutral
24.58,76.55,Monday,Night,34.57,2.0,Positive
98.22,49.29,Wednesday,Night,95.86,2.0,Negative
85.69,64.37,Friday,Night,19.58,1.0,Neutral
86.4,62.6,Saturday,Night,,0.0,Positive
70.61,21.79,Wednesday,Night,,2.0,Positive
,37.28,Thursday,Afternoon,36.33,2.0,Positive
28.59,59.59,Tuesday,Afternoon,71.74,3.0,Negative
112.84,63.98,Sunday,Night,95.85,2.0,Neutral
28.48,44.85,Monday,Night,,1.0,Positive
62.54,97.09,Saturday,Morning,95.04,0.0,Negative
68.2,85.93,Sunday,Morning,63.32,0.0,Positive
59.75,58.13,Monday,Evening,73.34,3.0,Negative
27.65,35.77,Sunday,Afternoon,78.94,3.0,Neutral
36.17,56.38,Wednesday,Morning,,0.0,Negative
45.21,59.98,Wednesday,Afternoon,,0.0,Positive
111.42,43.89,Wednesday,Night,63.57,3.0,Negative
68.02,48.3,Tuesday,Morning,48.35,0.0,Positive
84.43,84.1,Thursday,Night,69.8,1.0,Neutral
66.49,40.8,Thursday,Evening,,0.0,Neutral
113.38,48.51,Saturday,Night,44.4,3.0,Neutral
26.17,53.3,Thursday,Evening,38.55,0.0,Positive
25.34,82.1,Sunday,Morning,86.18,3.0,Negative
95.51,84.56,Tuesday,Afternoon,92.81,1.0,Neutral
63.08,50.6,Friday,Evening,52.76,0.0,Positive
7.44,90.53,Wednesday,Afternoon,93.45,2.0,Positive
65.91,82.3,Wednesday,Evening,29.11,2.0,Positive
,83.43,Friday,Evening,,1.0,Neutral
58.51,65.69,Tuesday,Morning,,3.0,Neutral
32.57,80.54,Saturday,Evening,,3.0,Positive
65.67,71.23,Sunday,Afternoon,,0.0,Neutral
16.32,62.18,Thursday,Evening,12.3,3.0,Positive
112.68,76.52,Saturday,Evening,89.73,0.0,Neutral
113.85,51.22,Sunday,Night,5.57,2.0,Negative
115.93,49.44,Wednesday,Evening,,3.0,Positive
,21.34,Sunday,Morning,19.34,2.0,Negative
,63.54,Saturday,Night,33.35,3.0,Positive
90.97,59.56,Friday,Evening,10.41,0.0,Neutral
83.93,51.6,Sunday,Evening,52.75,0.0,Neutral
55.02,31.4,Wednesday,Afternoon,32.36,2.0,Negative
41.85,40.71,Saturday,Evening,15.47,1.0,Neutral
113.68,51.21,Monday,Night,39.82,1.0,Positive
,65.39,Monday,Night,17.44,3.0,Neutral
103.57,82.24,Sunday,Morning,38.15,1.0,Negative
,55.69,Wednesday,Evening,60.2,0.0,Neutral
109.18,60.99,Tuesday,Morning,93.81,0.0,Positive
60.96,60.47,Sunday,Evening,21.71,2.0,Negative
19.28,29.0,Sunday,Evening,94.98,1.0,Negative
72.65,38.21,Sunday,Morning,95.36,2.0,Negative
43.42,35.11,Monday,Afternoon,30.91,0.0,Neutral
19.03,55.06,Saturday,Evening,,3.0,Neutral
118.92,53.26,Tuesday,Morning,76.98,2.0,Negative
,49.89,Tuesday,Night,19.15,3.0,Positive
81.28,78.09,Thursday,Evening,81.81,2.0,Negative
46.92,67.06,Tuesday,Morning,55.48,2.0,Positive
54.67,88.67,Sunday,Afternoon,22.87,1.0,Negative
72.63,53.71,Thursday,Evening,31.31,3.0,Positive
54.38,97.34,Wednesday,Evening,84.67,0.0,Negative
48.43,42.2,Thursday,Evening,7.64,0.0,Negative
27.3,92.63,Monday,Night,52.63,3.0,Neutral
102.37,99.93,Wednesday,Morning,,3.0,Neutral
,31.54,Wednesday,Night,96.55,2.0,Positive
97.81,38.65,Saturday,Evening,83.0,3.0,Negative
97.27,78.37,Sunday,Night,,3.0,Neutral
75.95,29.7,Sunday,Night,16.42,0.0,Positive
98.5,28.98,Thursday,Night,39.98,0.0,Positive
40.78,80.63,Thursday,Afternoon,1.39,0.0,Neutral
101.58,81.9,Wednesday,Evening,64.76,1.0,Negative
82.49,59.04,Wednesday,Morning,,3.0,Positive
15.99,80.5,Monday,Night,54.59,1.0,Neutral
63.68,74.9,Thursday,Night,4.44,1.0,Negative
82.68,76.53,Tuesday,Morning,94.68,2.0,Neutral
27.22,75.74,Sunday,Morning,,2.0,Negative
67.24,58.04,Friday,Evening,10.85,3.0,Negative
,44.4,Tuesday,Afternoon,22.39,1.0,Positive
112.3,46.54,Thursday,Morning,76.01,1.0,Negative
42.73,77.98,Monday,Evening,95.85,2.0,Neutral
32.82,67.82,Wednesday,Morning,84.94,1.0,Neutral
9.73,68.46,Monday,Morning,,2.0,Positive
6.6,44.69,Sunday,Evening,,3.0,Neutral
35.94,98.07,Wednesday,Night,,3.0,Positive
17.32,53.35,Thursday,Morning,14.21,1.0,Neutral
70.36,27.24,Wednesday,Afternoon,,3.0,Neutral
,27.52,Tuesday,Morning,40.52,0.0,Negative
103.79,26.69,Tuesday,Night,,0.0,Positive
37.85,82.36,Wednesday,Morning,9.4,1.0,Positive
36.02,43.39,Tuesday,Evening,89.79,2.0,Positive
23.17,98.49,Sunday,Night,,0.0,Positive
,23.86,Monday,Evening,,3.0,Negative
31.53,26.67,Sunday,Afternoon,66.81,2.0,Positive
51.06,24.49,Tuesday,Night,88.36,2.0,Negative
62.06,43.09,Monday,Afternoon,64.74,2.0,Neutral
39.42,67.27,Saturday,Evening,90.86,2.0,Neutral
98.93,81.08,Saturday,Evening,46.57,3.0,Positive
16.68,62.72,Wednesday,Morning,40.69,0.0,Neutral
39.96,59.96,Tuesday,Night,,3.0,Neutral
105.51,73.21,Wednesday,Night,9.62,2.0,Neutral
96.55,87.29,Wednesday,Afternoon,,0.0,Positive
114.75,32.07,Friday,Evening,69.8,1.0,Negative
106.92,38.68,Wednesday,Afternoon,72.68,1.0,Neutral
,65.62,Thursday,Night,52.4,0.0,Positive
116.46,31.57,Saturday,Morning,19.01,2.0,Neutral
16.99,67.1,Saturday,Morning,,3.0,Neutral
,68.22,Friday,Night,,0.0,Neutral
11.78,69.97,Saturday,Evening,,0.0,Negative
38.77,31.53,Friday,Afternoon,,2.0,Neutral
78.33,22.95,Thursday,Night,27.22,0.0,Neutral
115.94,95.07,Saturday,Night,,1.0,Positive
86.82,97.82,Monday,Afternoon,59.61,3.0,Neutral
116.79,46.44,Wednesday,Night,15.97,0.0,Positive
72.85,45.66,Friday,Night,62.27,0.0,Neutral
38.84,29.77,Wednesday,Morning,48.99,1.0,Negative
52.34,83.07,Saturday,Night,17.41,2.0,Neutral
,30.66,Sunday,Night,10.25,0.0,Positive
76.96,49.7,Wednesday,Evening,,3.0,Negative
,56.85,Sunday,Afternoon,,1.0,Neutral
,38.39,Wednesday,Night,16.32,2.0,Negative
62.17,33.09,Tuesday,Morning,,1.0,Neutral
73.68,50.52,Friday,Afternoon,58.03,0.0,Neutral
37.85,36.91,Tuesday,Afternoon,,0.0,Positive
7.52,87.61,Saturday,Evening,18.61,1.0,Positive
112.33,82.89,Friday,Morning,40.86,0.0,Neutral
16.16,49.37,Wednesday,Evening,33.83,0.0,Positive
100.14,21.53,Sunday,Afternoon,45.64,0.0,Neutral
20.69,92.83,Tuesday,Evening,,2.0,Neutral
77.52,86.98,Wednesday,Evening,93.75,3.0,Negative
96.16,43.57,Thursday,Morning,45.7,2.0,Neutral
77.63,67.94,Sunday,Morning,76.62,2.0,Neutral
,49.84,Thursday,Afternoon,,1.0,Positive
87.73,77.59,Saturday,Evening,37.46,0.0,Negative
115.3,49.11,Tuesday,Evening,22.06,1.0,Negative
116.01,26.01,Friday,Evening,,1.0,Negative
,63.11,Thursday,Afternoon,55.59,2.0,Positive
109.78,81.01,Wednesday,Evening,73.19,0.0,Positive
59.49,53.52,Thursday,Night,,1.0,Positive
,98.44,Monday,Evening,61.94,1.0,Positive
17.16,50.85,Sunday,Morning,45.12,1.0,Neutral
113.18,31.75,Wednesday,Morning,20.44,0.0,Positive
75.02,53.43,Sunday,Night,15.41,2.0,Neutral
